Title,Location,Company,Salary,Advert Date
Server Support Analyst,Northampton,Travis Perkins PLC,,17/5/2021
Customer Experience Executive,Northampton,dbfb,"£23,000 - £25,000 a year",10/4/2021
E-Trading Analyst,Northampton,Travis Perkins PLC,,March 2021
CDR Developer,Northampton,Barclays,,28/5/2021
Technical Program Manager - Data Architecture,Northampton,Barclays,,16/3/2021
Commercial Analyst,Wellingborough,Booker Group,,May 2021
Senior Fraud Analyst: Commercial Cards (AVP),Northampton,Barclays,,11/5/2021
Head of Analytics & Insight (Retail),Northampton,Michael Page UK,"£80,000 - £85,000 a year",March 2021
Junior Commercial Analyst,Wellingborough,Booker Group,,8/4/2021
Visualfiles Team Leader,Northampton,Shoosmiths,,17/5/2021
Marketing Analyst,Northamptonshire,Michael Page UK,"£40,000 - £45,000 a year",March 2021
Project Management Internship,Broughton,Airbus,,
Infrastructure Design Analyst,Northampton,Travis Perkins PLC,,31/5/2021
Senior Systems Analyst,Northampton,Hydrogen Group,£350 a day,3/5/2021
Information Security Specialist,Northampton,ACS Office Solutions,,7/4/2021
Senior Analysts – Fraud Analytics,Northampton,Aspire Data Recruitment,"£35,000 - £50,000 a year",March 2021
Credit Risk Strategy Analysts,Northampton,Aspire Data Recruitment,"£35,000 - £48,000 a year",3/4/2021
Financial Reporting Team Leader (Budget),Northampton,ALD Automotive,"£38,000 - £45,000 a year",4/5/2021
Lead Analysts – Risk Fraud Analytics,Northampton,Aspire Data Recruitment,"£40,000 - £50,000 a year",6/4/2021
Commercial Analytics & Insight Manager (Retail),Northampton,Michael Page UK,"£50,000 - £65,000 a year",0/4/2021
SharePoint Business Analyst – Knowledge Management,Northampton,Deerfoot,"£40,000 - £45,000 a year",March 2021
Lead Credit Risk Analysts,Northampton,Aspire Data Recruitment,"£48,000 a year",14/3/2021
CNC Programmer (Offline) / Project Analyst,,WCM Europe Limited,"£30,000 - £32,000 a year",March 2021
QC Analyst - Laboratory,Basildon,Executive Talent Solutions,"£23,000 - £27,000 a year",29/4/2021
Test Analyst,Basildon,"Fiserv, Inc.",,May 2021
International Analyst,Basildon,Atnahs,,7/4/2021
Data Analyst,Basildon,Pareto Law,"£23,000 - £25,000 a year",29/4/2021
Data Analyst - Field Sales,Basildon,Pareto Law,"£26,000 - £47,000 a year",1/4/2021
Business Analyst I,Basildon,"Fiserv, Inc.",,
Commissioning Information Analyst,Westcliff,Southend University Hospital NHS Foundation Trust,"£37,570 a year",0/4/2021
SQL Server Developer - Basildon,,Noir Consulting,"£40,000 - £75,000 a year",May 2021
Client Retention Analyst,Basildon,"Fiserv, Inc.",,26/3/2021
QC Laboratory Analyst,Basildon,Waymade Healthcare Plc,,May 2021
GPR Analyst,Brentwood,Catsurveys,"£24,000 - £33,000 a year",22/4/2021
QC Laboratory Analyst - 12 month FTC,Basildon,Waymade Healthcare Plc,,April 2021
Business Change Analyst,Basildon,"Fiserv, Inc.",,12/3/2021
Global Leasing Business Analyst,Basildon,"Fiserv, Inc.",,30/3/2021
Band 6 Information & Performance Analyst - Essex,Basildon,Pertemps Network Group,£23.37 an hour,7/3/2021
Senior Business Analyst,Basildon,"Fiserv, Inc.",,13/3/2021
CNC Programmer (Offline) / Project Analyst,Basildon,WCM Europe Limited,"£30,000 - £32,000 a year",27/3/2021
Payroll Services Analyst,Basildon,Caresoft,,May 2021
Agile Business Analyst,Basildon,"Fiserv, Inc.",,28/4/2021
Data Analyst/Consultant (SC Clearance) (499ww) - South East...,Brentwood,Ex-Mil Recruitment Ltd,,
SQL Developer,Brentwood,Shawbrook Bank,,8/4/2021
Project Manager - GFS EMEA,Basildon,"Fiserv, Inc.",,
Payroll Services Analyst,Basildon,Jonathan Lee Recruitment Ltd,£18.25 an hour,13/4/2021
Financial Analyst,Brentwood,Armstrong Knight,"£40,000 - £50,000 a year",May 2021
Data Analyst,,Additional Resources UK Limited,"£40,000 a year",
Data Analyst,Aberdeen,The Oil and Gas Technology Centre,,13/5/2021
Data Analyst,Aberdeen,Cammach Bryant,,13/4/2021
Data Analyst,Aberdeen,Sword Group,,24/4/2021
HR Analyst / Superuser,Aberdeen,Peterson UKL,,28/5/2021
Data Engineer,Aberdeen,Sword Group,,21/3/2021
Data Analyst,Aberdeen,Pearson Frank,"£25,000 - £35,000 a year",27/3/2021
Information Management Analyst,Aberdeen,Sword Group,,10/3/2021
2020 Summer Internship – Analyst – Oil & Gas Cost and Techno...,Aberdeen,IHS Markit,,18/3/2021
Drilling Analyst,Aberdeen,Baker Hughes,,April 2021
Technical Data Analyst,Aberdeen,DataCo,,March 2021
Junior Analyst - Data & Analytics - UK&I Assurance - Aberdee...,Aberdeen,EY,,31/5/2021
Database and Data Integration Analyst - Aberdeen,Aberdeen,Prosource,,March 2021
Geospatial Analyst,Aberdeen,GTS Geotech,,19/4/2021
Senior Support Analyst (Helpdesk and Operations),Garthdee,Robert Gordon University,"£34,804 - £40,322 a year",March 2021
Applications Support Analyst,Aberdeen,Sword Group,,April 2021
Laboratory Analyst (R&D),Aberdeen,Thorpe Molloy McCulloch Recruitment,,0/5/2021
PMO Analyst - Aberdeen,Aberdeen,Prosource,,28/4/2021
IT Systems Analyst,Aberdeen,Balmoral Group,,30/3/2021
Finance Analyst,Aberdeen,AGS Airports,"£29,642 a year",6/5/2021
Economist,Aberdeen,Cammach Bryant,,28/5/2021
Customer Supply Chain Analyst,Aberdeen,EthosEnergy Group,,18/5/2021
Database & Data Integration Analyst- Job Ref 765,Aberdeen,prosource.it,,
Compliance and Mobilisation Analyst,Aberdeen,Right People (Recruitment Solutions),"£35,000 - £42,000 a year",4/4/2021
Business Systems Analyst,Aberdeen,Cammach Bryant,,8/4/2021
Engineering Operations Analyst,Aberdeen,Baker Hughes,,10/4/2021
PMO Analyst,Aberdeen,prosource.it,,14/4/2021
Business Systems Support Analyst,Aberdeen,Sword Group,,31/5/2021
HR Technology Analyst - Closing 28 January 2019,Aberdeen,National Oilwell Varco,,20/3/2021
Desktop Support Engineer,Aberdeen,Sword IT Solutions,,25/4/2021
Intelliegence Analyst,Aberdeen,Pertemps Network Group,£114 a day,May 2021
Technical Applications Support Analyst,Aberdeen,Sword Group,,April 2021
IT Business Analyst,Aberdeen,Grace May People,"£35,000 - £60,000 a year",4/5/2021
RPA- Robotic Process Automation Consultant (Graduate),Aberdeen,FDM Group,,April 2021
Test Analyst,Aberdeen,Cathcart Associates,"£30,000 - £40,000 a year",21/3/2021
Global EA Analyst,Aberdeen,Thorpe Molloy McCulloch Recruitment,,May 2021
ASBESTOS SURVEYOR/ANALYST (ABERDEEN/DUNDEE AREA),Aberdeen,Environtec,,31/3/2021
Desktop Support,Aberdeen,Sword Group,,30/3/2021
Application Support,Aberdeen,Sword Group,,March 2021
MSK Physiotherapist,Aberdeen,Ascenti,"£22,500 - £36,000 a year",23/5/2021
Market Analyst,Aberdeen,Team Recruitment,,21/3/2021
Senior Data Analyst,,The SmartList,"£28,819 - £30,539 a year",March 2021
Senior QC Micro Analyst,,Connect Appointments,,8/3/2021
Data Management Analyst,Central Belt,Be-IT Resourcing,"£38,000 - £43,000 a year",4/3/2021
Data Analyst,Central Belt,Be-IT Resourcing,,
Senior Microbiologist,Grangemouth,The GxP Recruitment Company Ltd.,,19/4/2021
Data Developer,Central Belt,Be-IT Resourcing,,April 2021
PeopleSoft Developer,Central Belt,Be-IT Resourcing,"£50,000 a year",24/4/2021
Senior C# Developer,Central Belt,Be-IT Resourcing,,27/4/2021
Network Engineer / Network Analyst,,BOEING,,
AMS Graduate 2020 [Bristol] - Operational Analyst,,QinetiQ,"£26,500 a year",1/5/2021
Sales Operations and Business Analyst,,"intY, a Scansource Company",,May 2021
Product Improvement Analyst,,Zellis,,1/5/2021
Data Analyst - Data Desk,Bristol,TSB Banking,"£25,000 - £34,999 a year",April 2021
Data Protection Security Analyst,Bristol,Somerset Bridge Group,,19/4/2021
Data Analyst - 6 month FTC (with opportunity to go perm),Bristol,Ovo Energy Limited,,10/3/2021
Data Analyst,Bristol,Willmott Dixon Group,,1/4/2021
Data Solutions Analyst,Bristol,Computershare,,April 2021
Data Analyst,Bristol,Pareto Law,"£28,000 - £39,000 a year",18/5/2021
Data Analyst,Bristol,Integral UK,,3/3/2021
Data Analyst,Bristol,EasyWeb Agency,"£26,000 - £28,000 a year",1/5/2021
Insight Analyst / Commercial Intelligence (SQL + Python OR R...,Bristol,Michael Page UK,"£28,000 - £36,000 a year",
Land Analyst,Bristol,TP Group,,May 2021
Data Insight Analyst,,Robert Half United Kingdom,"£25,000 - £35,000 a year",24/4/2021
Data Analyst,,Bodhi Resourcing,"£35,000 a year",6/3/2021
Senior Reporting Analyst,,Bodhi Resourcing,"£40,000 a year",13/5/2021
Modelling & Data Analyst,,Cirrus Selection,"£45,000 a year",May 2021
Business Development Executive,,Tickitto AI,"£25,000 - £30,000 a year",16/4/2021
Data Analyst,Bristol,Osborne Clarke,,26/5/2021
C4ISR Analyst,Bristol,TP Group,,31/5/2021
Data Analyst,Bristol,Bodhi Resourcing,"£35,000 a year",
Performance Analyst,Avonmouth,Amazon UK Services Ltd.,,16/3/2021
Marketing Analyst Assistant,Bristol,Unite Students,"£20,000 a year",2/4/2021
Risk Analyst,Bristol,Turner & Townsend,,April 2021
F&A Business Analyst,Bristol,Sopra Steria,"£23,000 a year",14/5/2021
Data Analyst,Bristol,Willmott Dixon,,24/4/2021
Data Analyst,Bristol,Oscar Technology,"£35,000 - £38,000 a year",
Data Analyst,Bristol,Michael Page UK,"£25,000 - £30,000 a year",April 2021
Security Monitoring Analyst,Bristol,Computershare,,29/3/2021
Senior Analyst,Stoke Gifford,Research England,"£38,318 a year",19/3/2021
People & Culture Analyst / HRIS Analyst,Bristol,Michael Page UK,"£35,000 - £42,000 a year",
Business Analyst,Bristol,Felinesoft,"£20,000 - £30,000 a year",4/3/2021
Network Engineer / Network Analyst,Bristol,BOEING,,April 2021
Assistant Financial Planning Analyst,Bristol,Page Personnel - UK,"£24,000 - £24,500 a year",April 2021
Senior Data Engineer/ Architect,Bristol,DATA CUBED,,May 2021
Business Intelligence Analyst,Bristol,Turner & Townsend,,26/5/2021
Digital and Technology Solutions Degree Apprenticeship,Bristol,Airbus,,March 2021
Junior Investment Analyst,Bristol,Curtis Banks,,31/3/2021
Business Analyst (Intelligence and Security),,BOEING,,March 2021
UX Designer,,Nisbets Plc,,0/5/2021
Data Warehouse Engineer,Bristol,TSB Banking,"£25,000 - £34,999 a year",
Risk Pricing Analyst,Bristol,Somerset Bridge Group,,0/3/2021
Bureau Analyst,Bristol,Octego,,27/3/2021
Senior Investment Analyst,Bristol,Hargreaves Lansdown,,9/5/2021
Security Analyst (ARP),Bristol,South Western Ambulance Service NHS Foundation Tru...,"£44,606 - £50,819 a year",March 2021
Data Engineer,Bristol,The Virtual Forge,,1/5/2021
Data Analyst,Bristol,myfuturerole.com,,29/3/2021
Modelling & Data Analyst,Bristol,Cirrus Selection,"£45,000 a year",3/3/2021
Cost Analyst,Bristol,TP Group,,5/3/2021
Business Analyst,Bristol,TP Group,,May 2021
Senior Insight Analyst,Bristol,RAC,,March 2021
Business Analyst - Contract,Bristol,OVO Energy,,March 2021
Operational Analysis (Operational Research),Bristol,TP Group,,27/3/2021
Web Analyst,Bristol,Harnham,"£35,000 - £40,000 a year",25/3/2021
Senior Analyst,Bristol,RE,"£38,318 a year",March 2021
Digital Analyst Executive,Bristol,Independent Vet Care,,23/4/2021
Logistic Support Analyst,Bristol,Morson International,£30 - £45 an hour,29/3/2021
Financial Analyst,Bristol,Pertemps Network Group,£300 - £400 a day,3/4/2021
Data Scientist,Bristol,Oscar Technology,"£45,000 - £65,000 a year",31/5/2021
"Pricing, Inventory & Forecasting Analyst",Bristol,Nisbets Plc,,4/5/2021
Graduate Reporting & Process Improvement Analyst,Bristol,apetito,,25/3/2021
Disability Analyst,Bristol,Ascenti,"£32,000 a year",3/3/2021
Finance Budgeting Analyst,Bristol,ALD Automotive,"£28,000 - £33,000 a year",May 2021
Product Improvement Analyst,Bristol,Zellis,,April 2021
AMS Graduate 2020 [Bristol] - Operational Analyst,Bristol,QinetiQ,"£26,500 a year",April 2021
Solution Architect,Bristol,CGI,,22/4/2021
Business Analysts,Portishead,Avon and Somerset Constabulary,"£36,369 a year",26/3/2021
Reporting Analyst,Bristol,Turner & Townsend,,29/3/2021
Junior Analyst,Bristol,Datatech Analytics,,18/3/2021
Ground Engineer,Bristol,RSK,,May 2021
Reporting Analyst- Advisory,Bristol,Turner & Townsend,,29/3/2021
Senior Data Analyst,Bristol,Michael Page UK,"£35,000 - £38,000 a year",30/5/2021
Management Account,Bristol,RSK,,26/5/2021
Application Support Analyst,Bristol,Diligenta,"£25,000 a year",May 2021
Business Analyst - Management Information,Bristol,Michael Page UK,£350 - £450 a day,3/5/2021
HR People and Culture Analyst,Bristol,Artis Recruitment,"£30,000 - £38,000 a year",23/5/2021
Reports Analyst,Bristol,ADLIB,"£25,000 - £40,000 a year",24/4/2021
Report Analyst,Bristol,Talent International,"£20,000 - £25,000 a year",
Senior Data Analyst,Bristol,QUINTON DAVIES LIMITED,"£55,000 a year",
Software Test Engineer,Bristol,"Groupon, Inc.",,28/4/2021
Career Returner- Reporting Analyst- Technology- Advisory,Bristol,Turner & Townsend,,May 2021
Retail eCom Business Analyst,Bristol,Ampersand Consulting,£400 - £450 a day,12/5/2021
"Reporting Analyst (Excel, VBA, SQL)",Bristol,Ampersand Consulting,"£25,000 a year",April 2021
Senior Cost Engineer/Analyst,Bristol,"MCR, LLC.",,12/3/2021
IT Senior Technical Analyst,Bristol,ITEC Group UK,,14/5/2021
Principal GIS Analyst,Bristol,Jacobs,,18/4/2021
Business Development Executive,Bristol,Tickitto AI,"£25,000 - £30,000 a year",16/5/2021
Juinor web analyst,Bristol,Accelerate Agency,,6/4/2021
Conflicts Analyst,Bristol,Simmons & Simmons LLP,,May 2021
Cash Analyst,Bristol,Unite Students,"£22,000 a year",1/5/2021
Insight Analyst (experienced),Bristol,Hargreaves Lansdown,,13/3/2021
Cost Analyst,Bristol,Atkins,,10/4/2021
Business Analyst - Bristol,Bristol,Atkins,,May 2021
Operational Analyst / Operational Research Consultant,Bristol,Gregory-Martin International,"£30,000 - £60,000 a year",
Test Automation Analyst,Bristol,Atos,,11/5/2021
SQL Analyst,Bristol,Curtis Banks,,26/5/2021
Commissions Analyst,Bristol,SDL,,17/4/2021
Project Manager,Bristol,ITEC Group UK,,12/4/2021
Workday Senior HCM Analyst,Bristol,Ovo Energy Limited,,24/4/2021
Junior Test Automation Analyst,Bristol,Atos,,April 2021
Senior Data Analyst / Insight Analytics - Financial Services,Bristol,Michael Page UK,"£40,000 - £50,000 a year",17/3/2021
Reporting Analyst,Bristol,Ampersand Consulting,"£20,000 - £25,000 a year",April 2021
ICT Application Support Analyst,Portishead,Alliance Homes Group,"£31,303 - £34,782 a year",22/3/2021
Data Scientist Manager,Bristol,Lloyds Banking Group,"£53,280 - £59,200 a year",March 2021
SAP Master Data Governance - MDG-Lead,Bristol,Wipro Limited,,May 2021
Supportability Engineer,Bristol,Morson International,£34.03 an hour,23/5/2021
Information Security Analyst,Bristol,Hargreaves Lansdown,,1/3/2021
C4ISR Analyst / Consultant,Bristol,Gregory-Martin International,"£35,000 - £60,000 a year",
Land Analyst / Consultant,Bristol,Gregory-Martin International,"£30,000 - £60,000 a year",April 2021
"Graduate Health, Safety, Environment, and Quality Advisor",Bristol,RSK,,1/3/2021
Technical Business Analyst,Bristol,DAS Legal Expenses Insurance,,April 2021
"Integration Engineer, Deloitte Digital South West Technology...",Bristol,Deloitte,,19/5/2021
Product Security Analyst,Bristol,BAE Systems,,
CRM / Data Planner - Insight,Bristol,Henry Nicholas Associates,"£35,000 - £60,000 a year",29/5/2021
Business Analyst,Bristol,Juice Recruitment Ltd,"£30,000 - £35,000 a year",17/4/2021
AMS Graduate 2020 [Bristol] - Cost & Risk,Bristol,QinetiQ,"£26,500 a year",16/4/2021
Senior Retail eCom Business Analyst,Bristol,Ampersand Consulting,"£40,000 - £48,000 a year",5/5/2021
Business Analyst,Bristol,Computershare,,May 2021
Sales Operations / Business Analyst,Bristol,intY,,16/5/2021
Senior Reporting Analyst,Bristol,Ampersand Consulting,"£30,000 - £35,000 a year",0/5/2021
Senior Reporting Analyst,Bristol,Bodhi Resourcing,"£40,000 a year",22/3/2021
Business Analyst (Intelligence and Security),Bristol,BOEING,,27/4/2021
IT Infrastructure Analyst (L2),Bristol,Jacobs,,8/4/2021
Reporting Actuarial Analyst,Bristol,BWD Search & Selection Ltd,"£80,000 a year",19/4/2021
Customer Insight Manager / Analyst - CVM / SQL / SAS,Bristol,Henry Nicholas Associates,"£38,000 - £56,000 a year",26/4/2021
"Reporting Analyst (Excel, VBA, Qlik, Business Objects)",Bristol,Ampersand Consulting,"£22,000 - £25,000 a year",13/3/2021
Senior Information Analyst,Bristol,Pamela Neave Employment Group,£17.53 an hour,
Senior Cost Analyst,Bristol,"MCR, LLC.",,
Senior Test Automation Analyst,Bristol,Atos,,25/5/2021
Data Specialist - 12 months Fixed Term Contract,Bristol,Computershare,,March 2021
SOC Analyst,Bristol,CBSbutler,£550 - £650 a day,25/3/2021
CRM Insight & Analytics Lead,Bristol,Michael Page UK,"£55,000 - £65,000 a year",April 2021
Business Analyst,Bristol,ADLIB,"£35,000 - £45,000 a year",May 2021
Senior Desk Side & Technology Support Analyst,Bristol,Atkins,,1/3/2021
SENIOR PMO ANALYST (EXCEL / PENSIONS / VBA),Bristol,Ampersand Consulting,"£30,000 - £40,000 a year",10/3/2021
Principal Business Analyst (Intelligence and Security),Bristol,BOEING,,3/4/2021
SC Business Analyst,Bristol,Public Sector Resourcing,,12/3/2021
Business Analyst (Fuel System Domain),Filton,Line Up Aviation,£30 - £32 an hour,
"Java Engineer, Deloitte Digital South West Technology Hub, B...",Bristol,Deloitte,,March 2021
Head of BI and Data Analytics,Bristol,Digital Gurus,"£55,000 - £60,000 a year",2/3/2021
Cash Management - Transitions Analyst,Bristol,iKas International,£200 - £300 a day,
"Front-End Engineer, Deloitte Digital, South West Technology...",Bristol,Deloitte,,April 2021
Cyber Risk Analyst,Bristol,Digital Gurus,"£40,000 - £45,000 a year",May 2021
Senior Reporting Analyst,Bristol,Digital Gurus,"£35,000 - £40,000 a year",3/4/2021
MI / Insight Analyst - Financial Services,Bristol,Michael Page UK,"£23,000 - £30,000 a year",1/3/2021
BI Analyst,Bristol,Digital Gurus,"£35,000 - £42,000 a year",8/3/2021
Senior Credit Risk Analyst,Bristol,ALD Automotive,"£35,000 - £45,000 a year",April 2021
Senior Information Analyst,Bristol,Your World Healthcare,£17.53 - £19.50 an hour,May 2021
Cyber Security Architect,Bristol,Atkins,,11/4/2021
Cost Analyst / Cost Consultant,Bristol,Gregory-Martin International,"£35,000 - £55,000 a year",29/5/2021
Cyber Security Analyst (CSA10/19),Bristol,People Source Consulting,"£35,000 - £42,000 a year",20/3/2021
Technical Business Analyst,Bristol,myfuturerole.com,"£35,000 - £42,000 a year",0/3/2021
IT Infrastructure Technical Specialist,Bristol,ITEC Group UK,,22/4/2021
Product Owner,Bristol,Mukuru,,April 2021
Pricing Analyst,Bristol,ADLIB,"£40,000 - £50,000 a year",March 2021
